,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,geometry
481,Zhangjiajie,Zhangjiajie,29.1255,110.4844,China,CN,CHN,Hunan,minor,1549200.0,1156072884,POINT (110.4844 29.1255)
288,Zigong,Zigong,29.3498,104.7645,China,CN,CHN,Sichuan,,2800000.0,1156023354,POINT (104.7645 29.3498)
61,Chongqing,Chongqing,29.5628,106.5528,China,CN,CHN,Chongqing,admin,7739000.0,1156936556,POINT (106.5528 29.5628)
238,Leshan,Leshan,29.5854,103.7575,China,CN,CHN,Sichuan,,3364000.0,1156203130,POINT (103.7575 29.5854)
192,Neijiang,Neijiang,29.5872,105.0635,China,CN,CHN,Sichuan,minor,4238000.0,1156516335,POINT (105.0635 29.5872)
163,Jiujiang,Jiujiang,29.7048,116.0021,China,CN,CHN,Jiangxi,minor,4728778.0,1156206041,POINT (116.0021 29.7048)
617,Rongcheng,Rongcheng,29.8239,112.9019,China,CN,CHN,Hubei,minor,1162770.0,1156102432,POINT (112.9019 29.8239)
486,Yucheng,Yucheng,29.9888,103.0007,China,CN,CHN,Sichuan,minor,1512000.0,1156817119,POINT (103.0007 29.9888)
257,Meishan,Meishan,30.0575,103.8381,China,CN,CHN,Sichuan,,3020000.0,1156185501,POINT (103.8381 30.0575)
194,Yanjiang,Yanjiang,30.1256,104.6397,China,CN,CHN,Sichuan,minor,4217000.0,1156217114,POINT (104.6397 30.1256)
322,Huangshi,Huangshi,30.2018,115.0326,China,CN,CHN,Hubei,minor,2471700.0,1156234290,POINT (115.0326 30.2018)
627,Xiantao,Xiantao,30.3833,113.4,China,CN,CHN,Hubei,,1140100.0,1156216927,POINT (113.4 30.3833)
679,Ezhou,Ezhou,30.3972,114.8842,China,CN,CHN,Hubei,minor,1059700.0,1156414637,POINT (114.8842 30.3972)
93,Huanggang,Huanggang,30.45,114.875,China,CN,CHN,Hubei,minor,6333000.0,1156200037,POINT (114.875 30.45)
214,Guang’an,Guang'an,30.4673,106.6336,China,CN,CHN,Sichuan,minor,3723000.0,1156377302,POINT (106.6336 30.4673)
224,Suining,Suining,30.5098,105.5737,China,CN,CHN,Sichuan,minor,3556000.0,1156655650,POINT (105.5737 30.5098)
46,Wuhan,Wuhan,30.5872,114.2881,China,CN,CHN,Hubei,admin,8962000.0,1156117184,POINT (114.2881 30.5872)
654,Hanchuan,Hanchuan,30.652,113.8274,China,CN,CHN,Hubei,,1092700.0,1156149248,POINT (113.8274 30.652)
32,Chengdu,Chengdu,30.66,104.0633,China,CN,CHN,Sichuan,admin,11309000.0,1156421555,POINT (104.0633 30.66)
576,Jingling,Jingling,30.6667,113.1667,China,CN,CHN,Hubei,,1247400.0,1156060544,POINT (113.1667 30.6667)
196,Xiaoxita,Xiaoxita,30.7083,111.2803,China,CN,CHN,Hubei,minor,4137900.0,1156764447,POINT (111.2803 30.7083)
358,Gaoping,Gaoping,30.7804,106.13,China,CN,CHN,Sichuan,minor,2174000.0,1156522457,POINT (106.13 30.7804)
96,Nanchong,Nanchong,30.7991,106.0784,China,CN,CHN,Sichuan,minor,6183000.0,1156762337,POINT (106.0784 30.7991)
447,Sanzhou,Sanzhou,30.82,108.4,China,CN,CHN,Chongqing,,1680000.0,1156025536,POINT (108.4 30.82)
153,Xiaoganzhan,Xiaoganzhan,30.9273,113.911,China,CN,CHN,Hubei,,4921000.0,1156002290,POINT (113.911 30.9273)
205,Deyang,Deyang,31.1289,104.395,China,CN,CHN,Sichuan,minor,3877000.0,1156127147,POINT (104.395 31.1289)
704,Zhongxiang,Zhongxiang,31.169,112.5853,China,CN,CHN,Hubei,,1022514.0,1156631720,POINT (112.5853 31.169)
111,Dazhou,Dazhou,31.2152,107.4947,China,CN,CHN,Sichuan,minor,5693000.0,1156834076,POINT (107.4947 31.2152)
152,Mianyang,Mianyang,31.4669,104.7385,China,CN,CHN,Sichuan,minor,4945000.0,1156417758,POINT (104.7385 31.4669)
99,Lu’an,Lu'an,31.7542,116.5078,China,CN,CHN,Anhui,minor,6090000.0,1156499624,POINT (116.5078 31.7542)
247,Bazhou,Bazhou,31.8576,106.7559,China,CN,CHN,Sichuan,minor,3134000.0,1156271365,POINT (106.7559 31.8576)
113,Xiangyang,Xiangyang,32.0654,112.1531,China,CN,CHN,Hubei,minor,5680000.0,1156107325,POINT (112.1531 32.0654)
86,Xinyang,Xinyang,32.1264,114.0672,China,CN,CHN,Henan,,6634000.0,1156273453,POINT (114.0672 32.1264)
720,Zaoyang,Zaoyang,32.1287,112.7581,China,CN,CHN,Hubei,,1004741.0,1156197076,POINT (112.7581 32.1287)
320,Guangyuan,Guangyuan,32.4353,105.8398,China,CN,CHN,Sichuan,,2484122.0,1156084562,POINT (105.8398 32.4353)
234,Shiyan,Shiyan,32.6351,110.7755,China,CN,CHN,Hubei,minor,3398000.0,1156383921,POINT (110.7755 32.6351)
646,Ankang,Ankang,32.6877,109.0235,China,CN,CHN,Shaanxi,,1100000.0,1156255711,POINT (109.0235 32.6877)
507,Huazhou,Huazhou,32.6889,112.0447,China,CN,CHN,Henan,minor,1468061.0,1156796734,POINT (112.0447 32.6889)
53,Fuyang,Fuyang,32.8986,115.8045,China,CN,CHN,Anhui,,8360000.0,1156248008,POINT (115.8045 32.8986)
63,Zhumadian,Zhumadian,32.9773,114.0253,China,CN,CHN,Henan,,7640000.0,1156184822,POINT (114.0253 32.9773)
29,Nanyang,Nanyang,32.9987,112.5292,China,CN,CHN,Henan,,12010000.0,1156192287,POINT (112.5292 32.9987)
215,Hanzhong,Hanzhong,33.0794,107.026,China,CN,CHN,Shaanxi,,3700000.0,1156382678,POINT (107.026 33.0794)
721,Shuizhai,Shuizhai,33.4433,114.8994,China,CN,CHN,Henan,,1003698.0,1156462734,POINT (114.8994 33.4433)
304,Longba,Longba,33.535,105.349,China,CN,CHN,Gansu,,2614000.0,1156633259,POINT (105.349 33.535)
317,Luohe,Luohe,33.583,114.0109,China,CN,CHN,Henan,minor,2500000.0,1156330876,POINT (114.0109 33.583)
430,Haikou,Haikou,20.02,110.32,China,CN,CHN,Hainan,admin,1776141.0,1156183327,POINT (110.32 20.02)
495,Leizhou,Leizhou,20.9147,110.0806,China,CN,CHN,Guangdong,,1494700.0,1156863840,POINT (110.0806 20.9147)
70,Zhanjiang,Zhanjiang,21.1967,110.4031,China,CN,CHN,Guangdong,minor,7332000.0,1156502170,POINT (110.4031 21.1967)
488,Lianjiang,Lianjiang,21.6146,110.2794,China,CN,CHN,Guangdong,,1509400.0,1156944106,POINT (110.2794 21.6146)
559,Huazhou,Huazhou,21.654,110.6294,China,CN,CHN,Guangdong,,1302100.0,1156282637,POINT (110.6294 21.654)
94,Maoming,Maoming,21.6618,110.9178,China,CN,CHN,Guangdong,minor,6313200.0,1156568722,POINT (110.9178 21.6618)
311,Yangjiang,Yangjiang,21.8556,111.9627,China,CN,CHN,Guangdong,minor,2555600.0,1156123172,POINT (111.9627 21.8556)
523,Gaozhou,Gaozhou,21.9135,110.8481,China,CN,CHN,Guangdong,,1414100.0,1156785303,POINT (110.8481 21.9135)
253,Qinzhou,Qinzhou,21.95,108.6167,China,CN,CHN,Guangxi,minor,3079721.0,1156106602,POINT (108.6167 21.95)
69,Hong Kong,Hong Kong,22.305,114.185,Hong Kong,HK,HKG,,primary,7347000.0,1344982653,POINT (114.185 22.305)
713,Xinyi,Xinyi,22.3559,110.9369,China,CN,CHN,Guangdong,,1013900.0,1156936644,POINT (110.9369 22.3559)
391,Chongzuo,Chongzuo,22.4167,107.3667,China,CN,CHN,Guangxi,minor,1994285.0,1156438670,POINT (107.3667 22.4167)
241,Zhongshan,Zhongshan,22.5333,113.35,China,CN,CHN,Guangdong,minor,3260000.0,1156579621,POINT (113.35 22.5333)
17,Shenzhen,Shenzhen,22.535,114.054,China,CN,CHN,Guangdong,minor,15929000.0,1156158707,POINT (114.054 22.535)
167,Jiangmen,Jiangmen,22.5833,113.0833,China,CN,CHN,Guangdong,minor,4630300.0,1156105613,POINT (113.0833 22.5833)
120,Yulin,Yulin,22.6293,110.1507,China,CN,CHN,Guangxi,,5487368.0,1156901312,POINT (110.1507 22.6293)
264,Shanwei,Shanwei,22.7664,115.3331,China,CN,CHN,Guangdong,minor,2993600.0,1156939010,POINT (115.3331 22.7664)
